Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Loan_Status
99999999,Long Term,704.0,937080.0,3.0,Rent,1
169752,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
786940,Short Term,674.0,1825292.0,5.0,Home Mortgage,0
213422,Short Term,644.0,447032.0,1.0,Rent,0
438416,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
215226,Short Term,751.0,1858770.0,10.0,Own Home,1
111606,Short Term,700.0,1060257.0,10.0,Home Mortgage,1
90134,Short Term,740.0,1983258.0,6.0,Home Mortgage,1
99999999,Short Term,738.0,2248574.0,7.0,Home Mortgage,1
99999999,Short Term,738.0,2001289.0,10.0,Home Mortgage,1
325952,Short Term,718.0,1463779.0,2.0,Rent,1
141108,Short Term,710.0,899954.0,10.0,Own Home,1
327800,Short Term,722.0,1321089.0,10.0,Home Mortgage,1
204402,Short Term,730.0,629755.0,2.0,Rent,0
141218,Short Term,741.0,666938.0,3.0,Home Mortgage,1
268114,Long Term,689.0,545851.0,10.0,Rent,1
139744,Short Term,737.0,1398381.0,10.0,Home Mortgage,1
112750,Long Term,652.0,2040980.0,10.0,Own Home,1
541068,Long Term,688.0,1112811.0,10.0,Rent,1
78386,Short Term,719.0,564186.0,4.0,Rent,1
219472,Short Term,747.0,2274528.0,1.0,Rent,1
99999999,Short Term,747.0,3351942.0,6.0,Home Mortgage,1
156926,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
211596,Short Term,708.0,875653.0,8.0,Own Home,0
329274,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
107360,Short Term,674.0,834480.0,10.0,Home Mortgage,0
315700,Short Term,698.0,696103.0,10.0,Own Home,1
679008,Long Term,668.0,1418730.0,5.0,Rent,0
89584,Short Term,7400.0,1643918.0,7.0,Home Mortgage,0
89078,Short Term,725.0,519251.0,1.0,Rent,1
238766,Short Term,725.0,575472.0,4.0,Rent,1
113784,Short Term,716.0,566922.0,1.0,Rent,1
221210,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
240790,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,0
99999999,Short Term,737.0,2112572.0,2.0,Rent,1
610038,Short Term,704.0,2332896.0,2.0,Own Home,0
179674,Short Term,710.0,504317.0,4.0,Rent,0
142846,Short Term,747.0,1233651.0,10.0,Rent,1
223278,Long Term,743.0,886939.0,10.0,Rent,0
208340,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
788480,Long Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
162338,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
143814,Short Term,664.0,479522.0,2.0,Own Home,0
99999999,Short Term,735.0,960830.0,3.0,Rent,1
260590,Short Term,7280.0,731443.0,9.0,Home Mortgage,0
173668,Short Term,740.0,2437396.0,5.0,Home Mortgage,1
545468,Long Term,707.0,1028185.0,1.0,Rent,1
608234,Long Term,640.0,1555036.0,10.0,Home Mortgage,1
220132,Short Term,7460.0,722437.0,5.0,Home Mortgage,0
257752,Long Term,673.0,1335586.0,7.0,Rent,0
216194,Short Term,704.0,914888.0,10.0,Rent,1
99999999,Short Term,746.0,3224965.0,2.0,Own Home,1
151954,Short Term,7210.0,393699.0,5.950381280685262,Rent,0
438944,Long Term,678.0,794086.0,2.0,Home Mortgage,0
99999999,Short Term,692.0,931513.0,2.0,Own Home,1
164120,Short Term,6820.0,1133958.0,10.0,Home Mortgage,0
246664,Long Term,713.0,855950.0,1.0,Rent,0
99999999,Short Term,746.0,2535588.0,5.0,Rent,1
555676,Short Term,734.0,2879355.0,2.0,Home Mortgage,1
108988,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
99999999,Short Term,737.0,967936.0,6.0,Home Mortgage,1
770088,Short Term,725.0,4180418.0,1.0,Home Mortgage,1
442772,Short Term,739.0,1816381.0,1.0,Home Mortgage,1
225434,Short Term,742.0,1421257.0,6.0,Home Mortgage,1
214566,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
475860,Long Term,720.0,1647794.0,2.0,Home Mortgage,0
769846,Short Term,706.0,2739553.0,8.0,Home Mortgage,1
99999999,Short Term,706.0,1058091.0,10.0,Rent,1
723360,Short Term,692.0,1249459.0,10.0,Home Mortgage,1
129734,Short Term,740.0,971109.0,3.0,Rent,1
99999999,Short Term,729.0,500327.0,1.0,Rent,1
96602,Short Term,1077.9915201396682,1369106.0397805213,6.0,Rent,1
218988,Long Term,739.0,453910.0,2.0,Rent,1
66418,Short Term,750.0,1095369.0,5.0,Home Mortgage,1
776402,Long Term,704.0,1532616.0,10.0,Home Mortgage,1
110000,Short Term,698.0,1235000.0,7.0,HaveMortgage,1
290004,Short Term,684.0,1047508.0,8.0,Home Mortgage,1
99999999,Short Term,712.0,1985595.0,10.0,Home Mortgage,1
330770,Long Term,716.0,1428287.0,6.0,Home Mortgage,1
256344,Long Term,704.0,1291620.0,10.0,Home Mortgage,1
516538,Long Term,721.0,2323472.0,6.0,Home Mortgage,1
355454,Short Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,1
99999999,Short Term,746.0,3290420.0,10.0,Own Home,1
224928,Short Term,741.0,2331072.0,6.0,Rent,1
224664,Short Term,729.0,873126.0,10.0,Rent,1
99999999,Short Term,746.0,2564582.0,7.0,Home Mortgage,1
99999999,Short Term,738.0,1313774.0,4.0,Home Mortgage,1
106238,Short Term,730.0,2867100.0,1.0,Home Mortgage,1
99999999,Short Term,746.0,2244774.0,10.0,Own Home,1
331034,Short Term,717.0,1238838.0,5.0,Rent,1
171732,Short Term,730.0,711949.0,4.0,Rent,1
99999999,Short Term,748.0,1341951.0,10.0,Home Mortgage,1
311982,Long Term,692.0,1710684.0,6.0,Home Mortgage,1
161062,Short Term,732.0,734122.0,3.0,Rent,1
333564,Short Term,742.0,1113894.0,8.0,Rent,1
104676,Short Term,718.0,998146.0,10.0,Rent,0
332222,Long Term,1077.9915201396682,1369106.0397805213,10.0,Rent,0
717948,Short Term,736.0,3100192.0,1.0,Rent,1
99999999,Short Term,744.0,1264621.0,10.0,Rent,1
350592,Short Term,744.0,1646388.0,3.0,Rent,1
520146,Short Term,700.0,898814.0,5.950381280685262,Rent,0
782166,Long Term,1077.9915201396682,1369106.0397805213,7.0,Home Mortgage,0
99999999,Short Term,724.0,472017.0,3.0,Rent,1
752950,Short Term,714.0,2336772.0,8.0,Home Mortgage,1
379390,Long Term,1077.9915201396682,1369106.0397805213,8.0,Home Mortgage,0
752554,Long Term,1077.9915201396682,1369106.0397805213,7.0,Rent,0
161304,Short Term,730.0,1300208.0,9.0,Rent,1
264110,Long Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
329648,Long Term,652.0,1200743.0,9.0,Rent,0
676434,Short Term,674.0,1541888.0,9.0,Home Mortgage,0
631708,Long Term,6660.0,1186189.0,1.0,Rent,0
216590,Short Term,734.0,1215867.0,10.0,Own Home,1
161678,Short Term,701.0,1648440.0,10.0,Home Mortgage,0
260282,Short Term,738.0,749284.0,5.0,Rent,1
327668,Short Term,745.0,660288.0,4.0,Rent,1
222706,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Home Mortgage,1
125334,Short Term,688.0,474088.0,5.950381280685262,Own Home,1
475552,Short Term,747.0,2712136.0,10.0,Home Mortgage,1
99999999,Short Term,707.0,661010.0,1.0,Rent,1
437932,Short Term,725.0,3403926.0,1.0,Home Mortgage,1
586212,Short Term,706.0,1931369.0,8.0,Home Mortgage,0
66044,Short Term,696.0,418209.0,4.0,Rent,0
99999999,Short Term,737.0,965371.0,1.0,Rent,1
179014,Short Term,745.0,1391389.0,10.0,Home Mortgage,1
488224,Short Term,701.0,938030.0,5.0,Rent,0
440506,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
215446,Short Term,746.0,837311.0,1.0,Home Mortgage,1
99999999,Short Term,741.0,1256242.0,3.0,Rent,1
336600,Long Term,7120.0,1283602.0,10.0,Rent,0
198308,Short Term,733.0,551836.0,4.0,Rent,1
407638,Long Term,694.0,705033.0,10.0,Rent,0
99999999,Long Term,633.0,810996.0,10.0,Rent,1
561044,Long Term,719.0,2595780.0,1.0,Home Mortgage,1
71830,Short Term,685.0,876831.0,1.0,Rent,1
99999999,Short Term,694.0,443593.0,5.0,Home Mortgage,1
252868,Short Term,715.0,1177411.0,10.0,Rent,1
99999999,Short Term,663.0,210178.0,3.0,Home Mortgage,1
223498,Short Term,722.0,1602080.0,10.0,Home Mortgage,1
217822,Short Term,733.0,1956430.0,7.0,Rent,1
131890,Short Term,695.0,1518632.0,2.0,Own Home,1
99999999,Short Term,719.0,1743345.0,5.0,Home Mortgage,1
215380,Short Term,740.0,781242.0,10.0,Home Mortgage,1
439692,Short Term,742.0,1993613.0,1.0,Home Mortgage,1
126434,Short Term,695.0,794086.0,4.0,Own Home,1
778624,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
786786,Long Term,696.0,1747278.0,10.0,Rent,1
412676,Long Term,674.0,1311760.0,8.0,Rent,0
151096,Short Term,722.0,708358.0,9.0,Rent,0
337370,Short Term,1077.9915201396682,1369106.0397805213,1.0,Own Home,0
172458,Short Term,718.0,670244.0,2.0,Home Mortgage,1
154704,Short Term,740.0,1299011.0,10.0,Home Mortgage,1
756074,Long Term,694.0,3693904.0,2.0,Home Mortgage,1
174548,Short Term,703.0,678395.0,3.0,Own Home,1
178420,Short Term,729.0,885286.0,3.0,Rent,1
215710,Short Term,732.0,2328792.0,6.0,Home Mortgage,1
99999999,Short Term,725.0,537206.0,3.0,Rent,1
347292,Short Term,717.0,850041.0,2.0,Home Mortgage,0
99999999,Short Term,745.0,1671259.0,2.0,Home Mortgage,1
245388,Short Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,0
343948,Short Term,717.0,1311912.0,5.0,Rent,1
766238,Long Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
336864,Long Term,1077.9915201396682,1369106.0397805213,8.0,Home Mortgage,1
99999999,Long Term,641.0,2199858.0,6.0,Home Mortgage,1
139656,Short Term,741.0,980001.0,4.0,Rent,1
421234,Short Term,684.0,1556328.0,10.0,Home Mortgage,1
154814,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Own Home,0
76472,Short Term,712.0,1000160.0,8.0,Home Mortgage,1
242990,Short Term,719.0,1039775.0,10.0,Home Mortgage,0
302610,Long Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
354618,Long Term,672.0,873145.0,10.0,Home Mortgage,0
349294,Short Term,745.0,1771009.0,8.0,Home Mortgage,1
50292,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
197670,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
468820,Long Term,740.0,1718892.0,10.0,Home Mortgage,1
543136,Short Term,725.0,1629060.0,10.0,Rent,1
529474,Short Term,709.0,1276572.0,9.0,Home Mortgage,0
125422,Short Term,749.0,383002.0,1.0,Rent,1
137940,Short Term,694.0,654037.0,3.0,Home Mortgage,0
49478,Short Term,727.0,1263576.0,4.0,Rent,1
152900,Short Term,7280.0,1150773.0,10.0,Home Mortgage,0
66418,Short Term,691.0,1433987.0,10.0,Rent,0
52470,Short Term,748.0,1529462.0,4.0,Rent,1
219186,Long Term,701.0,1362946.0,7.0,Rent,1
259160,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
133496,Short Term,724.0,1940869.0,3.0,Home Mortgage,1
174152,Short Term,707.0,420736.0,10.0,Home Mortgage,0
663630,Short Term,716.0,2101495.0,4.0,Rent,1
22506,Long Term,698.0,116603.0,7.0,Rent,1
144100,Short Term,735.0,1299030.0,2.0,Rent,1
156288,Short Term,731.0,655633.0,5.950381280685262,Rent,1
442552,Long Term,6450.0,1091569.0,1.0,Rent,0
99999999,Short Term,730.0,815404.0,10.0,Home Mortgage,1
111100,Short Term,710.0,1535200.0,1.0,Rent,0
446380,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
451616,Short Term,747.0,1485800.0,1.0,Rent,1
266860,Short Term,1077.9915201396682,1369106.0397805213,7.0,Rent,1
430980,Short Term,728.0,1423024.0,8.0,Rent,1
447216,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
412764,Long Term,636.0,1541052.0,7.0,Home Mortgage,0
65978,Short Term,714.0,740848.0,6.0,Home Mortgage,0
99999999,Short Term,716.0,806132.0,3.0,Home Mortgage,1
50490,Short Term,702.0,300105.0,8.0,Rent,0
135124,Short Term,747.0,1487681.0,4.0,Home Mortgage,1
99999999,Long Term,676.0,1831391.0,10.0,Rent,1
54868,Short Term,716.0,1194017.0,9.0,Rent,1
99999999,Short Term,717.0,946181.0,3.0,Rent,1
325688,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
296098,Long Term,648.0,789697.0,8.0,Own Home,0
219164,Short Term,698.0,1041029.0,9.0,Home Mortgage,1
152174,Short Term,1077.9915201396682,1369106.0397805213,2.0,Own Home,1
221210,Short Term,738.0,809457.0,10.0,Home Mortgage,1
66198,Short Term,739.0,743147.0,5.0,Rent,1
399564,Long Term,1077.9915201396682,1369106.0397805213,2.0,Home Mortgage,0
173448,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,0
317856,Long Term,669.0,940120.0,1.0,Rent,0
217866,Short Term,745.0,1505256.0,10.0,Home Mortgage,1
157476,Short Term,698.0,1359925.0,3.0,Rent,1
21560,Short Term,675.0,689073.0,10.0,Rent,0
131472,Short Term,724.0,1533072.0,10.0,HaveMortgage,1
752906,Long Term,714.0,2322275.0,3.0,Home Mortgage,1
196724,Short Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,1
528506,Long Term,1077.9915201396682,1369106.0397805213,10.0,Rent,0
112354,Short Term,732.0,640414.0,9.0,Rent,1
99999999,Short Term,747.0,2595267.0,1.0,Rent,1
260678,Long Term,722.0,776340.0,10.0,Home Mortgage,0
100980,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
99999999,Short Term,731.0,1478979.0,1.0,Home Mortgage,1
388388,Long Term,1077.9915201396682,1369106.0397805213,10.0,Rent,0
286968,Short Term,1077.9915201396682,1369106.0397805213,2.0,Own Home,1
376640,Long Term,671.0,1412175.0,2.0,Rent,1
130966,Short Term,731.0,867179.0,10.0,Own Home,1
99999999,Long Term,695.0,1743858.0,5.0,Home Mortgage,1
657030,Short Term,7410.0,1891450.0,10.0,Home Mortgage,0
390852,Long Term,725.0,2437890.0,10.0,Home Mortgage,1
478720,Short Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,1
449152,Long Term,712.0,969760.0,2.0,Home Mortgage,0
562430,Long Term,1077.9915201396682,1369106.0397805213,5.0,Rent,0
224224,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
415712,Short Term,746.0,1530545.0,9.0,Home Mortgage,1
511610,Long Term,6000.0,1273133.0,10.0,Home Mortgage,0
99999999,Short Term,745.0,790267.0,9.0,Home Mortgage,1
216370,Short Term,1077.9915201396682,1369106.0397805213,2.0,Home Mortgage,1
58300,Long Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
346016,Short Term,746.0,1774315.0,3.0,Home Mortgage,1
419672,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
220572,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
89276,Short Term,722.0,1002326.0,2.0,Home Mortgage,1
99999999,Long Term,733.0,2851710.0,8.0,Home Mortgage,1
99999999,Short Term,689.0,1522907.0,10.0,Home Mortgage,1
766238,Short Term,745.0,3573406.0,10.0,Home Mortgage,1
110550,Short Term,695.0,1718550.0,1.0,Own Home,1
108372,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
312774,Short Term,734.0,573705.0,10.0,Rent,1
100232,Short Term,725.0,1250314.0,10.0,Home Mortgage,1
145310,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
235686,Short Term,709.0,1444228.0,10.0,Home Mortgage,1
161084,Short Term,736.0,775295.0,3.0,Home Mortgage,1
81752,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Rent,1
505780,Short Term,7390.0,1042283.0,2.0,Rent,0
215226,Short Term,746.0,1263956.0,10.0,Home Mortgage,1
359172,Long Term,739.0,2520388.0,3.0,Rent,0
99999999,Short Term,697.0,942115.0,6.0,Rent,1
676434,Long Term,692.0,3407802.0,10.0,Home Mortgage,1
552926,Long Term,699.0,3129604.0,10.0,Home Mortgage,1
438174,Short Term,747.0,2009364.0,1.0,Home Mortgage,1
223586,Short Term,705.0,1264640.0,7.0,HaveMortgage,0
174548,Short Term,745.0,659547.0,3.0,Rent,1
110308,Short Term,750.0,743508.0,1.0,Home Mortgage,1
330792,Short Term,739.0,990375.0,10.0,Rent,1
128920,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
416240,Long Term,1077.9915201396682,1369106.0397805213,9.0,Own Home,1
348414,Short Term,725.0,1410465.0,10.0,Home Mortgage,1
99999999,Long Term,738.0,1710114.0,10.0,Home Mortgage,1
111298,Short Term,732.0,1153338.0,6.0,Home Mortgage,1
265716,Long Term,700.0,956175.0,5.0,Rent,0
378444,Long Term,675.0,1441967.0,10.0,Home Mortgage,0
180290,Short Term,1077.9915201396682,1369106.0397805213,1.0,Own Home,1
176066,Short Term,739.0,678490.0,10.0,Rent,1
67430,Short Term,728.0,660022.0,1.0,Rent,0
141724,Short Term,1077.9915201396682,1369106.0397805213,8.0,Rent,1
221012,Short Term,740.0,1212048.0,8.0,Home Mortgage,1
222552,Long Term,729.0,1876877.0,3.0,Own Home,0
99999999,Short Term,745.0,2233488.0,6.0,Rent,1
99999999,Short Term,747.0,1305832.0,1.0,Rent,1
110990,Short Term,720.0,841662.0,10.0,Own Home,1
274296,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
226160,Long Term,714.0,710239.0,2.0,Rent,1
99999999,Short Term,744.0,2699102.0,1.0,Home Mortgage,1
222266,Short Term,735.0,959785.0,3.0,Own Home,1
99999999,Short Term,750.0,1316282.0,3.0,Rent,1
176638,Short Term,741.0,2288208.0,7.0,Rent,1
184800,Short Term,729.0,472207.0,3.0,Rent,1
79200,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
143462,Short Term,694.0,1032574.0,3.0,Rent,1
99999999,Short Term,737.0,2368597.0,10.0,Own Home,1
337392,Short Term,742.0,2470931.0,10.0,Home Mortgage,1
125598,Short Term,694.0,1278320.0,10.0,Rent,0
129514,Short Term,693.0,1230307.0,5.950381280685262,Home Mortgage,1
65626,Short Term,695.0,906889.0,3.0,Rent,1
99999999,Short Term,729.0,1664400.0,10.0,Home Mortgage,1
436304,Short Term,747.0,1695636.0,10.0,Home Mortgage,1
99999999,Long Term,741.0,2071627.0,8.0,Home Mortgage,1
26202,Short Term,737.0,1225747.0,9.0,Home Mortgage,0
200816,Short Term,738.0,963490.0,7.0,Rent,1
421234,Long Term,718.0,1002307.0,5.0,Rent,0
130790,Short Term,703.0,982604.0,9.0,Rent,1
112618,Short Term,725.0,1687162.0,10.0,Home Mortgage,1
99999999,Short Term,733.0,810521.0,10.0,Rent,1
99999999,Short Term,745.0,670985.0,3.0,Rent,1
99999999,Short Term,749.0,3729453.0,2.0,Home Mortgage,1
99999999,Long Term,728.0,1220009.0,10.0,Home Mortgage,1
606980,Short Term,707.0,1467389.0,10.0,Own Home,0
401654,Long Term,719.0,1156302.0,10.0,Home Mortgage,0
221606,Short Term,1077.9915201396682,1369106.0397805213,8.0,Rent,0
194854,Long Term,734.0,576954.0,1.0,Rent,0
215468,Short Term,733.0,837387.0,5.0,Home Mortgage,1
190234,Short Term,694.0,1005100.0,2.0,Rent,1
191620,Short Term,710.0,2074534.0,7.0,Home Mortgage,1
227502,Long Term,663.0,618982.0,3.0,Rent,0
397694,Long Term,658.0,1190692.0,2.0,Rent,0
466532,Short Term,740.0,3357585.0,10.0,Home Mortgage,1
517220,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
109340,Short Term,718.0,982528.0,7.0,Home Mortgage,1
203082,Short Term,723.0,1137606.0,1.0,Home Mortgage,1
443564,Long Term,721.0,2145233.0,9.0,Home Mortgage,1
333498,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
269192,Long Term,1077.9915201396682,1369106.0397805213,4.0,Rent,0
211156,Short Term,738.0,1006791.0,7.0,Home Mortgage,1
180180,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
129536,Short Term,713.0,907421.0,8.0,Rent,0
217888,Long Term,711.0,1411320.0,7.0,Home Mortgage,0
343068,Long Term,727.0,673379.0,9.0,Rent,0
482042,Long Term,746.0,2997041.0,6.0,Own Home,1
380512,Short Term,7060.0,915743.0,1.0,Rent,0
184668,Short Term,713.0,478952.0,10.0,Rent,0
450252,Short Term,695.0,2080367.0,10.0,Home Mortgage,1
65318,Short Term,7390.0,1052942.0,5.0,Rent,0
264352,Short Term,7320.0,1236615.0,2.0,Home Mortgage,0
99999999,Short Term,717.0,1748665.0,10.0,Rent,1
95590,Short Term,690.0,1305566.0,3.0,Home Mortgage,0
176550,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
329604,Short Term,742.0,1707948.0,3.0,Rent,1
314512,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
390060,Long Term,704.0,842175.0,1.0,Rent,0
678062,Long Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
302544,Short Term,727.0,1493096.0,8.0,Home Mortgage,0
326436,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
99999999,Long Term,717.0,1900190.0,10.0,Rent,1
242066,Short Term,742.0,1493248.0,2.0,Rent,1
402930,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
332508,Short Term,722.0,1206101.0,3.0,Rent,1
77462,Short Term,730.0,1022010.0,8.0,Home Mortgage,1
552486,Long Term,711.0,1526840.0,3.0,Home Mortgage,0
133716,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
137676,Short Term,1077.9915201396682,1369106.0397805213,4.0,Own Home,1
357918,Short Term,7100.0,811414.0,10.0,Home Mortgage,0
99999999,Short Term,697.0,673056.0,8.0,Own Home,1
236192,Long Term,684.0,623295.0,5.0,Rent,1
99999999,Short Term,732.0,1524028.0,9.0,Rent,1
44682,Short Term,749.0,964915.0,7.0,Home Mortgage,1
583132,Long Term,693.0,1354396.0,10.0,Home Mortgage,1
80168,Short Term,744.0,507661.0,1.0,Home Mortgage,1
756602,Long Term,673.0,2463426.0,5.950381280685262,Home Mortgage,0
269236,Long Term,716.0,1162572.0,1.0,Home Mortgage,0
524370,Long Term,651.0,1257971.0,10.0,Own Home,0
350064,Long Term,671.0,892278.0,10.0,Home Mortgage,0
443740,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
768394,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
492624,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
66990,Short Term,749.0,1446375.0,5.950381280685262,Own Home,1
262438,Short Term,739.0,2266548.0,6.0,Home Mortgage,1
154682,Short Term,746.0,534337.0,2.0,Rent,1
132374,Short Term,734.0,4287407.0,7.0,Own Home,1
99999999,Short Term,746.0,1607894.0,1.0,Rent,1
183458,Short Term,741.0,810806.0,1.0,Own Home,1
133672,Short Term,698.0,1058281.0,6.0,Home Mortgage,1
112156,Short Term,729.0,774820.0,10.0,Home Mortgage,0
491238,Long Term,710.0,1007019.0,10.0,Home Mortgage,0
444092,Long Term,611.0,1438262.0,8.0,Home Mortgage,0
673134,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
133716,Short Term,746.0,968639.0,2.0,Rent,1
214742,Short Term,744.0,1298213.0,5.0,Home Mortgage,1
236192,Short Term,690.0,950361.0,5.950381280685262,Rent,1
605858,Long Term,707.0,1138518.0,9.0,Home Mortgage,1
759682,Short Term,7050.0,3299198.0,2.0,Home Mortgage,0
260194,Short Term,725.0,936320.0,1.0,Rent,0
268334,Long Term,1077.9915201396682,1369106.0397805213,7.0,Own Home,1
211728,Short Term,746.0,571425.0,6.0,Rent,0
181412,Short Term,736.0,1585455.0,6.0,Home Mortgage,1
99999999,Short Term,740.0,1102665.0,9.0,Home Mortgage,1
408364,Short Term,715.0,1447382.0,10.0,Home Mortgage,1
229944,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,0
173602,Short Term,728.0,730930.0,10.0,Rent,1
353078,Short Term,740.0,975004.0,6.0,Home Mortgage,1
209110,Short Term,738.0,581001.0,3.0,Rent,1
330110,Short Term,722.0,1805551.0,5.0,Home Mortgage,1
133760,Short Term,722.0,656583.0,10.0,Rent,1
465982,Long Term,610.0,2269968.0,1.0,Home Mortgage,1
608014,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
143990,Short Term,659.0,575396.0,5.950381280685262,Own Home,0
153054,Short Term,672.0,558486.0,5.0,Own Home,0
110792,Short Term,708.0,1243778.0,7.0,Rent,1
697246,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
262240,Short Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,1
788260,Long Term,681.0,2042291.0,10.0,Rent,1
99999999,Short Term,728.0,714210.0,1.0,Rent,1
261492,Short Term,742.0,828058.0,6.0,Own Home,1
387288,Long Term,696.0,1292266.0,9.0,Home Mortgage,0
772926,Long Term,695.0,1926296.0,2.0,Rent,0
509410,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
681780,Short Term,747.0,4112284.0,6.0,Home Mortgage,1
36586,Short Term,738.0,452808.0,1.0,Rent,1
102212,Short Term,737.0,752571.0,4.0,Home Mortgage,1
649770,Long Term,640.0,1234563.0,10.0,Home Mortgage,0
184140,Short Term,739.0,477565.0,5.0,Home Mortgage,1
43758,Short Term,1077.9915201396682,1369106.0397805213,6.0,Rent,1
265364,Long Term,1077.9915201396682,1369106.0397805213,4.0,Own Home,1
107140,Short Term,722.0,809571.0,2.0,Home Mortgage,1
380798,Short Term,684.0,2826915.0,10.0,Rent,1
212652,Short Term,736.0,530575.0,1.0,Home Mortgage,0
99999999,Short Term,740.0,1042910.0,6.0,Home Mortgage,1
178002,Short Term,716.0,1114559.0,10.0,Home Mortgage,1
333102,Short Term,737.0,1495927.0,10.0,Home Mortgage,1
44792,Short Term,705.0,1198976.0,10.0,Home Mortgage,1
430452,Long Term,733.0,1681272.0,3.0,Rent,1
112728,Short Term,746.0,876128.0,5.0,Home Mortgage,1
112354,Short Term,739.0,1261315.0,3.0,Rent,1
146608,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
99999999,Short Term,731.0,2087283.0,10.0,Home Mortgage,1
300454,Short Term,745.0,1729836.0,10.0,Home Mortgage,1
554400,Short Term,698.0,2298240.0,2.0,Rent,1
39490,Short Term,6200.0,568461.0,5.0,Own Home,0
216656,Long Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
112354,Short Term,715.0,464322.0,3.0,Rent,1
204512,Short Term,744.0,468483.0,1.0,Rent,0
162602,Short Term,1077.9915201396682,1369106.0397805213,9.0,Home Mortgage,1
223586,Short Term,744.0,946181.0,10.0,Home Mortgage,1
454894,Long Term,712.0,1085033.0,10.0,Home Mortgage,0
355872,Short Term,721.0,3369346.0,5.950381280685262,Home Mortgage,1
303204,Long Term,713.0,1066850.0,9.0,Home Mortgage,1
493988,Short Term,748.0,1295097.0,4.0,Home Mortgage,1
